EmployeeNumber,Age,Gender,Attrition,BusinessTravel,Department,JobRole,EducationField,MaritalStatus,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,StandardHours,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1056,23,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Information Technology,Married,13,3,1,3,80,1166,88,22264,6042,3,3,3,6,Y,No,12,3,1,1,1,3,3,1,1,1,1
1151,43,Male,No,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Single,9,1,1,1,80,1146,58,26230,3367,1,1,2,5,Y,No,21,3,2,3,23,3,3,4,2,0,4
797,23,Female,No,Travel_Frequently,Customer Support,Technical Support Engineer,Other,Married,7,1,1,4,80,593,58,20061,4321,2,1,4,7,Y,No,22,3,3,0,6,5,2,3,3,1,0
1230,35,Female,Yes,Travel_Frequently,Engineering,Devops Engineer,Information Technology,Married,13,3,1,2,80,909,79,15047,3424,1,1,3,3,Y,Yes,24,3,3,2,12,3,3,10,5,4,9
175,25,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Unknown,Married,5,3,1,3,80,302,99,16324,2360,1,1,3,0,Y,No,18,3,1,0,5,2,1,3,0,0,1
767,49,Male,No,Travel_Rarely,Engineering,Engineering Manager,Other,Single,14,2,1,3,80,1141,32,21890,10358,3,3,3,7,Y,No,20,3,2,0,28,3,2,4,3,3,3
246,35,Male,No,Travel_Rarely,Sales,Sales Manager,Other,Single,15,4,1,3,80,697,72,12286,7648,1,2,4,5,Y,No,22,3,3,2,17,2,3,3,2,0,1
1081,22,Female,No,Travel_Rarely,Engineering,Engineering Manager,Unknown,Divorced,24,3,1,2,80,765,53,13159,15582,2,4,2,3,Y,No,21,4,4,3,2,2,3,1,0,0,0
1280,42,Male,No,Travel_Rarely,Engineering,Software Engineer,Information Technology,Married,9,4,1,1,80,1118,82,14758,3048,2,1,3,8,Y,No,20,3,1,0,22,2,3,4,0,2,2
146,38,Male,No,Travel_Frequently,Marketing,Digital Marketing Manager,Other,Divorced,16,1,1,1,80,711,50,15651,4460,4,1,1,9,Y,No,18,3,1,0,17,2,2,1,0,1,1
91,22,Male,No,Non-Travel,Engineering,Devops Engineer,Computer Science,Married,29,1,1,4,80,283,44,2465,25000,2,5,4,1,Y,No,11,4,3,1,6,5,2,3,1,0,1
683,49,Female,No,Travel_Frequently,Sales,Sales Manager,Business Administration,Married,29,4,1,1,80,972,90,19020,8963,3,3,4,6,Y,No,14,3,3,1,29,5,4,11,5,7,10
311,35,Female,No,Non-Travel,Engineering,Senior Software Engineer,Software Engineering,Divorced,13,1,1,2,80,1031,84,4312,4323,3,1,1,3,Y,Yes,14,3,4,0,19,6,3,17,12,9,17
94,22,Male,No,Travel_Rarely,Engineering,Software Engineer,Other,Married,27,3,1,2,80,1472,53,11465,3547,3,1,1,1,Y,No,16,3,1,3,2,5,3,0,0,0,0
1160,33,Female,No,Travel_Rarely,Sales,Sales Manager,Business Administration,Married,17,3,1,1,80,793,33,17109,23816,4,5,4,0,Y,No,23,3,4,0,9,5,3,9,4,3,1
925,33,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Married,24,2,1,2,80,300,78,26702,2551,4,1,3,3,Y,No,16,3,3,1,16,2,3,6,0,0,5
1247,36,Female,No,Travel_Rarely,Sales,Sales Executive,Other,Single,7,4,1,2,80,871,80,9015,2715,3,1,1,5,Y,No,17,3,4,0,18,2,3,1,0,1,1
1036,32,Male,Yes,Travel_Rarely,Engineering,Qa Engineer,Other,Divorced,5,3,1,3,80,744,90,24118,4767,3,2,4,2,Y,Yes,22,3,4,0,13,1,3,10,4,10,10
244,34,Female,No,Travel_Rarely,Human Resources,Hr Manager,Business Administration,Divorced,18,3,1,3,80,870,70,3025,4626,3,1,4,0,Y,No,15,4,3,0,11,1,3,1,1,1,1
215,48,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Software Engineering,Married,26,3,1,3,80,1396,71,11086,6236,3,2,4,3,Y,No,22,3,1,1,29,2,2,6,4,4,2
999,29,Male,No,Travel_Rarely,Engineering,Devops Engineer,Information Technology,Married,24,4,1,1,80,599,65,12548,5062,4,2,2,4,Y,Yes,20,3,2,0,8,1,3,2,2,0,2
854,28,Female,Yes,Non-Travel,Engineering,Senior Software Engineer,Other,Single,8,2,1,2,80,1427,40,8076,3471,1,1,3,9,Y,No,25,3,3,1,6,4,2,3,0,1,2
426,22,Male,No,Travel_Rarely,Customer Support,Customer Support Specialist,Other,Single,13,2,1,2,80,1364,68,20395,4071,1,1,2,1,Y,No,16,3,1,0,0,1,2,0,0,0,0
1298,42,Male,No,Travel_Rarely,Customer Support,Support Team Lead,Computer Science,Married,11,3,1,3,80,1485,50,19509,3988,4,2,4,4,Y,Yes,20,3,4,1,20,2,3,6,0,5,2
227,30,Female,No,Travel_Rarely,Human Resources,Hr Executive,Other,Married,7,4,1,2,80,105,59,10859,7615,2,2,1,6,Y,No,15,3,2,3,13,1,4,2,0,2,1
1206,32,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Married,22,4,1,1,80,1266,31,24810,6189,1,2,4,3,Y,No,15,3,1,0,13,5,3,6,0,0,6
1,25,Female,No,Travel_Rarely,Marketing,Marketing Specialist,Marketing,Married,4,4,1,2,80,619,42,14508,12194,4,4,3,5,Y,No,24,3,2,1,7,1,2,5,4,4,4
402,31,Male,No,Travel_Rarely,Engineering,Qa Engineer,Information Technology,Married,14,4,1,1,80,180,55,7960,3420,2,2,2,7,Y,No,14,3,3,1,10,5,4,7,4,0,7
1104,31,Female,No,Travel_Rarely,Engineering,Software Engineer,Information Technology,Single,23,2,1,4,80,221,35,17777,2691,4,1,1,6,Y,No,24,3,3,0,10,1,3,7,6,4,7
85,32,Female,No,Travel_Rarely,Engineering,Software Engineer,Information Technology,Married,18,3,1,4,80,791,69,23780,11375,2,4,3,1,Y,Yes,15,3,1,1,9,3,1,8,5,1,6
163,40,Female,No,Travel_Rarely,Product,Ux Designer,Information Technology,Divorced,18,2,1,0,80,154,60,3184,5128,2,2,3,2,Y,No,22,3,4,0,19,2,2,15,15,6,4
115,21,Male,No,Travel_Rarely,Customer Support,Support Team Lead,Other,Single,22,4,1,4,80,301,62,4545,5093,3,2,1,7,Y,No,20,3,2,2,1,2,3,1,1,1,0
671,25,Male,Yes,Travel_Frequently,Engineering,Software Engineer,Software Engineering,Married,5,1,1,4,80,810,98,21856,13652,3,3,4,1,Y,Yes,24,3,2,0,6,5,2,4,4,4,1
1129,30,Male,Yes,Travel_Rarely,Sales,Sales Executive,Marketing,Married,12,1,1,1,80,408,62,6828,8860,4,3,2,7,Y,Yes,12,3,3,1,9,0,3,9,7,1,8
890,39,Female,Yes,Travel_Rarely,Engineering,Software Engineer,Other,Single,22,4,1,1,80,102,47,5151,5922,1,3,1,4,Y,Yes,14,3,2,0,21,4,2,1,0,1,0
626,44,Female,No,Non-Travel,Data & Analytics,Data Scientist,Information Technology,Single,7,4,1,2,80,953,77,9894,6849,1,2,1,9,Y,Yes,19,3,2,0,23,3,3,4,0,2,4
1444,44,Female,No,Travel_Rarely,Sales,Sales Executive,Other,Divorced,25,4,1,3,80,753,46,6590,16106,4,4,2,2,Y,No,11,3,3,3,21,2,3,20,6,14,13
953,39,Female,Yes,Travel_Rarely,Data & Analytics,Data Engineer,Computer Science,Single,27,4,1,4,80,989,54,22372,4263,4,1,1,7,Y,No,24,3,1,1,15,4,3,2,1,2,2
808,25,Unknown,No,Travel_Rarely,Data & Analytics,Data Engineer,Information Technology,Single,28,3,1,2,80,858,80,3327,15582,4,4,1,1,Y,Yes,25,3,2,1,6,6,3,0,0,0,0
259,20,Male,Yes,Travel_Rarely,Engineering,Qa Engineer,Computer Science,Divorced,10,2,1,2,80,1199,79,14363,6555,1,2,2,2,Y,No,25,3,2,2,0,1,2,0,0,0,0
625,38,Female,Yes,Travel_Rarely,Product,Ux Designer,Computer Science,Single,13,4,1,3,80,1292,46,8329,20989,4,4,4,3,Y,No,25,3,1,2,19,2,3,0,0,0,0
827,49,Unknown,Yes,Travel_Rarely,Data & Analytics,Data Analyst,Information Technology,Single,23,3,1,1,80,836,35,10404,4348,1,2,1,6,Y,No,13,3,3,1,32,3,1,31,13,26,28
235,24,Female,Yes,Travel_Frequently,Customer Support,Support Team Lead,Business Administration,Married,23,4,1,4,80,1032,48,20007,6873,2,2,3,2,Y,Yes,23,3,1,1,4,2,3,2,0,1,1
136,30,Male,No,Travel_Rarely,Customer Support,Customer Support Specialist,Computer Science,Single,23,3,1,3,80,542,95,15488,5972,3,2,4,3,Y,No,14,3,4,2,10,4,3,2,0,0,1
617,36,Male,No,Travel_Rarely,Product,Ux Designer,Computer Science,Divorced,5,3,1,4,80,255,68,23132,2857,3,1,4,3,Y,No,18,3,4,3,17,5,2,12,8,11,10
837,41,Female,No,Travel_Rarely,Engineering,Devops Engineer,Other,Divorced,10,1,1,1,80,821.5,39,2472,7156,2,3,3,8,Y,No,18,4,3,2,20,4,3,1,0,1,0
843,27,Female,No,Travel_Rarely,Sales,Sales Manager,Business Administration,Married,18,3,1,3,80,623,72,23960,3275,2,2,2,9,Y,No,22,3,3,2,9,0,3,2,1,2,0
960,37,Female,No,Travel_Rarely,Product,Product Manager,Business Administration,Divorced,1,2,1,4,80,821.5,54,21979,7610,2,3,4,4,Y,No,12,3,3,1,15,3,2,12,10,3,4
593,35,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Computer Science,Single,27,4,1,2,80,829,87,6704,6220,3,2,2,9,Y,No,25,3,2,0,18,3,3,2,0,1,0
344,34,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Marketing,Married,19,3,1,3,80,544,60,25296,5101,1,2,4,7,Y,No,14,4,4,2,16,2,2,6,6,4,3
1219,32,Male,No,Travel_Rarely,Engineering,Software Engineer,Computer Science,Divorced,5,2,1,3,80,1285,34,26082,4802,1,1,3,7,Y,Yes,13,3,3,1,13,2,2,10,9,5,10
294,41,Female,No,Travel_Rarely,Data & Analytics,Data Analyst,Computer Science,Unknown,20,2,1,2,80,931,32,14330,9172,2,3,1,5,Y,No,23,3,4,1,21,2,3,14,0,1,6
365,39,Female,Yes,Non-Travel,Marketing,Content Strategist,Business Administration,Single,1,1,1,3,80,1086,40,26845,8378,2,2,4,4,Y,No,16,3,4,1,18,3,2,16,11,0,4
179,44,Male,No,Travel_Rarely,Data & Analytics,Bi Analyst,Computer Science,Single,21,3,1,3,80,920,44,13226,13105,2,4,3,7,Y,No,12,3,3,0,25,2,4,11,9,5,11
660,45,Female,No,Travel_Rarely,Product,Product Manager,Computer Science,Married,20,4,1,4,80,550,71,13655,16769,3,4,1,2,Y,Yes,16,3,4,0,26,4,3,22,9,16,8
997,35,Male,Yes,Non-Travel,Engineering,Software Engineer,Software Engineering,Married,19,5,1,3,80,473,90,19193,4249,3,2,2,7,Y,Yes,18,3,1,3,14,3,3,9,6,5,5
15,38,Female,No,Travel_Rarely,Customer Support,Technical Support Engineer,Business Administration,Single,16,3,1,3,80,503,42,3811,5896,3,2,3,5,Y,No,22,3,4,1,18,1,2,9,6,2,8
1111,39,Female,Yes,Travel_Rarely,Sales,Sales Manager,Other,Married,20,2,1,1,80,1284,78,20148,4621,3,1,4,7,Y,No,20,3,1,2,18,2,3,15,12,10,14
166,38,Female,Yes,Travel_Rarely,Customer Support,Technical Support Engineer,Information Technology,Divorced,25,3,1,3,80,411,76,14813,18517,2,5,4,7,Y,No,15,4,2,2,19,2,3,4,4,0,2
60,26,Male,No,Travel_Rarely,It Operations,Unknown,Other,Single,24,3,1,1,80,498,79,3722,4821,1,2,4,8,Y,No,15,4,3,1,4,1,3,0,0,0,0
710,20,Male,Yes,Travel_Rarely,Engineering,Engineering Manager,Other,Single,3,3,1,1,80,195,44,8474,10726,3,3,1,7,Y,No,24,3,3,3,0,5,2,0,0,0,0
677,29,Male,No,Travel_Frequently,Product,Product Manager,Business Administration,Divorced,25,4,1,1,80,333,53,12735,14466,2,5,1,1,Y,No,12,3,3,1,7,2,1,5,2,1,1
781,45,Male,No,Travel_Frequently,Data & Analytics,Bi Analyst,Computer Science,Divorced,9,2,1,2,80,1059,75,22128,5589,2,2,4,5,Y,No,18,4,1,1,25,4,0,21,19,9,1
425,24,Male,Yes,Non-Travel,Human Resources,Talent Acquisition Specialist,Other,Single,7,5,1,2,80,876,67,26166,7396,1,3,3,2,Y,Yes,12,3,1,1,1,3,3,1,1,1,1
293,31,Female,No,Travel_Rarely,Engineering,Devops Engineer,Electrical Engineering,Married,28,4,1,2,80,693,59,8261,25000,1,5,4,7,Y,No,15,4,4,1,12,4,2,11,4,1,7
1066,28,Unknown,No,Travel_Rarely,Sales,Sales Manager,Marketing,Divorced,12,3,1,1,80,426,76,6680,2738,3,1,1,8,Y,No,13,3,1,0,10,5,2,6,0,4,3
1320,40,Female,No,Travel_Rarely,Sales,Sales Executive,Other,Married,26,3,1,1,80,257,58,22882,4810,4,2,3,4,Y,No,11,3,2,2,18,4,3,2,0,1,0
330,27,Male,No,Travel_Rarely,Customer Support,Technical Support Engineer,Computer Science,Married,15,3,1,0,80,363,55,16304,4037,3,2,2,0,Y,No,17,3,4,1,6,3,3,0,0,0,0
430,43,Male,Yes,Travel_Rarely,Marketing,Content Strategist,Other,Married,20,4,1,3,80,823,33,4931,1206,2,1,2,3,Y,Yes,20,3,1,0,26,1,4,10,1,8,5
1013,48,Male,No,Travel_Frequently,It Operations,System Administrator,Information Technology,Married,25,3,1,4,80,1137,80,11469,3215,3,1,3,0,Y,No,19,3,3,1,30,1,1,10,2,0,9
80,39,Male,No,Travel_Frequently,Engineering,Qa Engineer,Computer Science,Married,20,3,1,4,80,725,33,20782,6989,1,3,2,5,Y,No,17,3,2,0,15,4,3,5,4,3,4
1053,32,Female,No,Travel_Rarely,Customer Support,Customer Support Specialist,Other,Divorced,6,4,1,2,80,828.5,94,12921,5794.5,4,2,3,9,Y,No,15,3,2,3,12,2,3,2,2,0,1
938,27,Female,Yes,Non-Travel,Human Resources,Talent Acquisition Specialist,Business Administration,Married,9,4,1,3,80,187,68,12635,10654,3,3,1,3,Y,No,13,3,4,3,4,1,3,0,0,0,0
835,30,Male,Yes,Travel_Frequently,Marketing,Content Strategist,Unknown,Single,19,1,1,1,80,791,70,21009,4635,1,2,4,4,Y,No,20,3,1,1,6,3,3,1,1,0,1
750,20,Female,Yes,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Human Resources,Divorced,15,4,1,2,80,821,69,23137,6241,4,2,1,9,Y,No,21,3,3,2,0,3,2,0,0,0,0
891,49,Male,Yes,Travel_Frequently,Product,Product Analyst,Information Technology,Single,3,4,1,2,80,451,67,3844,11492,4,3,1,4,Y,No,15,4,1,1,32,2,4,9,6,5,3
255,21,Female,No,Travel_Rarely,Engineering,Engineering Manager,Information Technology,Married,24,4,1,1,80,285,41,10470,13375,3,4,3,7,Y,No,12,3,3,1,0,2,4,0,0,0,0
1443,26,Female,No,Travel_Rarely,Engineering,Senior Software Engineer,Electrical Engineering,Single,25,2,1,3,80,461,46,3513,9818,2,3,4,4,Y,No,13,3,3,2,8,6,3,6,1,4,3
1109,38,Male,No,Travel_Frequently,Marketing,Content Strategist,Marketing,Divorced,25,3,1,0,80,1390,53,19139,16672,4,5,2,9,Y,No,22,3,1,1,18,3,2,17,2,0,13
137,29,Male,Yes,Travel_Rarely,Engineering,Engineering Manager,Computer Science,Single,10,2,1,3,80,361,31,12974,23964,2,5,2,5,Y,Yes,25,3,3,1,9,3,3,2,1,0,2
1136,30,Male,No,Travel_Rarely,Data & Analytics,Data Scientist,Data Science,Married,24,4,1,1,80,531,41,5266,13741,3,4,2,1,Y,No,24,3,4,2,11,1,3,3,2,1,0
853,20,Female,No,Travel_Frequently,Engineering,Engineering Manager,Information Technology,Married,28,4,1,3,80,235,91,11913,21208,2,4,3,5,Y,Yes,23,3,4,2,0,3,3,0,0,0,0
724,42,Male,No,Travel_Frequently,It Operations,System Administrator,Other,Divorced,15,5,1,2,80,704,37,15728,5181,2,2,4,0,Y,Yes,16,3,1,2,22,1,2,8,3,4,6
860,20,Male,No,Non-Travel,Customer Support,Customer Support Specialist,Information Technology,Single,7,3,1,2,80,377,72,24418,8485,3,3,3,0,Y,Yes,15,3,1,0,0,2,2,0,0,0,0
970,27,Male,Yes,Travel_Frequently,Sales,Sales Manager,Unknown,Married,27,3,1,1,80,1275,79,9631,5995,3,4,4,0,Y,No,12,4,1,1,9,1,3,5,1,2,5
497,45,Unknown,Yes,Travel_Rarely,Customer Support,Technical Support Engineer,Business Administration,Married,25,4,1,3,80,908,64,8287,16423,1,4,1,8,Y,Yes,14,4,1,1,26,3,3,12,12,7,12
951,33,Male,No,Travel_Frequently,Data & Analytics,Data Scientist,Computer Science,Single,21,3,1,1,80,785,80,6752,18475,1,4,2,1,Y,No,21,3,1,0,10,2,2,6,6,4,4
806,27,Female,Yes,Travel_Rarely,Sales,Account Manager,Other,Married,11,1,1,3,80,1228,33,17068,2495,1,1,2,1,Y,No,17,3,3,0,11,2,3,2,2,0,0
130,20,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Other,Single,13,5,1,4,80,1217,31,15465,3544,1,1,1,7,Y,No,25,4,4,2,4,2,2,4,0,3,1
338,32,Male,No,Travel_Rarely,Data & Analytics,Bi Analyst,Data Science,Married,14,5,1,2,80,133,78,21808,3263,3,1,3,5,Y,No,23,3,2,0,14,2,3,5,5,3,4
315,38,Female,No,Travel_Rarely,It Operations,It Manager,Computer Science,Married,18,4,1,1,80,899,59,6322,6916,2,3,2,9,Y,No,22,4,3,1,18,0,2,8,1,1,1
609,46,Male,No,Travel_Frequently,Customer Support,Technical Support Engineer,Other,Divorced,5,3,1,4,80,504,65,24825,7208,1,2,4,5,Y,No,14,3,1,0,28,1,3,10,5,2,0
1149,30,Male,Yes,Travel_Frequently,Data & Analytics,Data Analyst,Information Technology,Divorced,12,2,1,2,80,649,92,4935,8661,3,3,2,6,Y,Yes,17,4,2,1,9,5,3,0,0,0,0
196,42,Male,Yes,Non-Travel,Engineering,Devops Engineer,Software Engineering,Single,19,3,1,3,80,839,46,10240,6552,3,2,2,6,Y,No,16,3,1,1,19,2,3,2,2,1,2
1458,37,Male,No,Travel_Rarely,Engineering,Devops Engineer,Software Engineering,Married,16,1,1,3,80,677,45,4494,4510,3,2,4,4,Y,No,19,3,4,3,19,3,2,14,4,6,11
910,20,Male,Yes,Travel_Rarely,Engineering,Senior Software Engineer,Electrical Engineering,Divorced,17,1,1,2,80,953,85,26640,2412,4,1,4,3,Y,No,23,3,3,1,2,2,3,1,0,0,1
585,35,Female,No,Travel_Rarely,It Operations,It Support Engineer,Unknown,Divorced,22,2,1,4,80,766,30,16340,11381,1,3,2,3,Y,Yes,19,3,4,2,15,1,3,2,1,0,1
104,41,Male,No,Travel_Rarely,Marketing,Marketing Specialist,Other,Divorced,2,4,1,2,80,428,62,20374,12051,4,4,4,8,Y,No,19,3,2,3,22,1,3,0,0,0,0
1364,45,Female,No,Travel_Rarely,Data & Analytics,Data Analyst,Statistics,Single,22,4,1,2,80,878,99,10300,10522,1,3,1,8,Y,Yes,22,3,3,2,23,1,3,17,3,3,10
1378,34,Male,No,Travel_Rarely,Sales,Sales Manager,Business Administration,Married,15,3,1,1,80,327,82,20954,20033,1,5,2,8,Y,No,19,4,4,0,13,3,3,4,4,1,1
720,23,Female,No,Travel_Frequently,Data & Analytics,Data Analyst,Data Science,Divorced,18,3,1,3,80,1385,87,24406,3132,1,1,2,5,Y,Yes,12,3,3,2,2,2,3,1,1,1,0
885,20,Unknown,No,Travel_Rarely,Customer Support,Support Team Lead,Unknown,Married,25,4,1,2,80,1165,57,4193,7694,2,2,2,1,Y,No,15,4,1,2,0,2,3,0,0,0,0
777,42,Female,No,Travel_Rarely,It Operations,System Administrator,Information Technology,Married,23,4,1,4,80,380,75,10546,7532,2,2,3,0,Y,No,11,3,3,2,25,3,2,21,15,13,10
850,37,Female,No,Travel_Frequently,Engineering,Senior Software Engineer,Electrical Engineering,Married,7,2,1,3,80,1195,46,21638,10049,4,3,1,3,Y,Yes,19,3,3,0,13,4,2,0,0,0,0
895,33,Female,No,Non-Travel,Engineering,Devops Engineer,Other,Single,25,3,1,4,80,1409,47,20554,16202,2,3,2,4,Y,No,25,3,3,2,14,1,3,8,6,7,1
228,25,Female,No,Travel_Rarely,Engineering,Engineering Manager,Information Technology,Married,6,3,1,3,80,805,98,2425,9574,2,3,3,2,Y,Yes,18,3,1,0,1,4,3,1,0,1,0
1388,33,Female,Yes,Travel_Rarely,It Operations,It Manager,Information Technology,Unknown,13,2,1,3,80,821.5,87,8169,6457,2,3,1,5,Y,Yes,15,3,1,0,10,4,3,9,0,0,3
127,20,Male,No,Travel_Rarely,Sales,Sales Manager,Other,Divorced,10,2,1,1,80,274,41,15225,3506,2,1,2,4,Y,Yes,13,3,2,0,4,5,2,1,0,0,0
406,34,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Divorced,11,4,1,4,80,1202,76,4755,2562,2,1,3,3,Y,No,25,3,1,1,15,3,2,12,1,3,3
776,29,Male,Yes,Travel_Frequently,Sales,Sales Executive,Computer Science,Single,17,3,1,4,80,812,42,5603,5571,2,2,1,1,Y,Yes,24,3,4,1,8,2,3,4,1,2,4
822,38,Female,No,Travel_Rarely,Data & Analytics,Data Engineer,Statistics,Single,6,3,1,4,80,413,95,6501,3981,4,1,4,1,Y,No,16,3,2,1,18,2,3,16,7,8,9
712,20,Female,No,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Single,13,2,1,3,80,899,84,16313,5896,3,2,1,7,Y,No,14,3,4,1,1,6,3,1,1,1,1
1392,34,Female,No,Travel_Rarely,Marketing,Marketing Specialist,Other,Married,18,3,1,3,80,971,99,13562,3473,4,1,4,1,Y,No,17,3,3,3,14,2,2,0,0,0,0
1061,37,Female,Yes,Travel_Rarely,Engineering,Engineering Manager,Other,Divorced,2,4,1,4,80,1426,69,2435,9684,1,5,2,3,Y,No,20,4,4,0,15,4,2,13,3,12,12
1164,23,Female,Yes,Non-Travel,Data & Analytics,Bi Analyst,Information Technology,Married,8,4,1,4,80,1078,38,26194,6539,4,3,4,3,Y,Yes,21,3,2,1,0,3,3,0,0,0,0
304,31,Female,No,Travel_Frequently,Data & Analytics,Data Engineer,Data Science,Married,20,3,1,3,80,431,72,11258,2302,1,1,3,9,Y,No,19,3,4,1,8,2,3,6,5,5,5
268,25,Male,No,Travel_Rarely,Engineering,Software Engineer,Computer Science,Married,3,1,1,1,80,788,37,15019,4080,3,1,3,9,Y,No,14,3,1,1,6,3,2,0,0,0,0
546,34,Female,No,Travel_Rarely,Customer Support,Support Team Lead,Computer Science,Married,13,4,1,1,80,259,30,9437,19218,4,5,3,2,Y,No,25,3,1,1,18,2,4,12,7,2,11
213,37,Female,No,Travel_Rarely,Product,Product Manager,Information Technology,Single,20,3,1,1,80,663,30,22663,16613,1,4,4,3,Y,No,23,3,2,1,16,2,2,11,7,8,2
897,32,Female,No,Travel_Frequently,Data & Analytics,Data Engineer,Data Science,Married,2,4,1,3,80,1329,71,23306,3954,2,1,1,5,Y,Yes,20,4,3,2,11,2,3,2,2,0,1
917,44,Male,No,Travel_Rarely,Engineering,Software Engineer,Information Technology,Married,10,4,1,4,80,1044,32,8488,1722,1,1,4,4,Y,No,19,3,4,1,27,2,3,13,4,11,6
676,25,Female,Yes,Travel_Rarely,Sales,Sales Executive,Computer Science,Single,25,3,1,4,80,530,94,15862,4760,4,1,4,8,Y,No,12,3,4,1,8,1,2,4,1,1,0
815,40,Male,No,Travel_Frequently,Product,Ux Designer,Information Technology,Married,9,4,1,2,80,1115,81,20865,7977,1,3,3,3,Y,No,25,3,4,0,19,4,3,12,4,2,3
343,40,Male,No,Non-Travel,Engineering,Devops Engineer,Other,Single,26,2,1,4,80,479,97,4353,5681,2,2,3,8,Y,No,13,3,2,1,19,4,2,3,2,0,0
550,30,Male,Yes,Non-Travel,Engineering,Senior Software Engineer,Electrical Engineering,Married,6,4,1,4,80,1083,63,5612,5986,3,2,1,9,Y,No,18,3,2,0,11,2,0,0,0,0,0
967,30,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Information Technology,Single,16,4,1,4,80,604,39,20360,23035,2,5,4,6,Y,No,24,3,2,2,11,2,3,9,3,1,7
296,25,Female,No,Travel_Rarely,Sales,Account Manager,Marketing,Married,2,3,1,3,80,1152,35,5588,5559,3,2,4,3,Y,Yes,19,3,4,0,5,6,3,1,0,0,0
696,37,Female,No,Travel_Rarely,Sales,Sales Executive,Business Administration,Married,28,4,1,3,80,464,42,25560,2905,4,1,2,4,Y,No,23,3,4,0,15,3,3,1,0,0,1
74,35,Female,Yes,Travel_Frequently,Engineering,Software Engineer,Other,Married,26,4,1,1,80,966,67,4474,10772,4,4,1,8,Y,No,22,3,4,1,16,4,3,0,0,0,0
606,32,Unknown,No,Travel_Rarely,Sales,Account Manager,Computer Science,Single,17,4,1,2,80,516,73,7903,23303,3,5,2,5,Y,No,24,4,2,1,13,1,2,11,6,8,9
105,31,Female,Yes,Travel_Rarely,Sales,Account Manager,Marketing,Divorced,8,3,1,3,80,309,86,3017,5794.5,1,2,2,7,Y,Yes,24,3,3,0,12,1,3,5,1,4,1
646,46,Male,Yes,Travel_Rarely,Engineering,Qa Engineer,Electrical Engineering,Married,18,3,1,2,80,1221,53,6980,5075,3,2,3,0,Y,No,17,3,4,2,22,2,3,15,8,9,1
1447,20,Female,Yes,Travel_Rarely,Human Resources,Hr Executive,Human Resources,Single,1,2,1,1,80,135,61,13688,1335,2,1,4,8,Y,No,12,3,4,1,0,2,3,0,0,0,0
1041,38,Male,No,Travel_Rarely,Data & Analytics,Data Scientist,Information Technology,Divorced,29,3,1,2,80,1371,34,3590,21223,1,5,4,5,Y,No,24,3,1,1,19,5,3,19,7,4,0
440,31,Female,No,Travel_Rarely,Engineering,Software Engineer,Other,Divorced,21,3,1,4,80,610,57,9594,5485,3,2,2,0,Y,No,14,3,2,0,9,1,3,7,4,1,3
1020,36,Female,No,Travel_Frequently,Customer Support,Technical Support Engineer,Information Technology,Married,1,3,1,4,80,454,55,21479,11953,4,5,4,9,Y,No,21,3,3,0,15,3,3,11,1,3,9
92,38,Female,No,Travel_Rarely,Data & Analytics,Data Engineer,Computer Science,Married,1,3,1,3,80,380,80,16076,15940,3,4,2,1,Y,No,21,3,2,0,18,3,3,4,0,3,1
1113,43,Female,Yes,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Unknown,12,3,1,1,80,1207,96,21647,4738,1,1,1,9,Y,No,11,3,1,0,24,6,3,8,8,4,6
1294,25,Male,Yes,Travel_Rarely,It Operations,System Administrator,Information Technology,Married,1,2,1,2,80,308,73,21577,3368,1,1,3,5,Y,Yes,13,3,3,1,4,2,2,0,0,0,0
909,40,Female,Yes,Travel_Rarely,Product,Ux Designer,Information Technology,Divorced,6,4,1,4,80,1281,38,22979,10279,3,3,4,6,Y,Yes,15,3,3,1,20,4,3,11,11,7,7
103,39,Male,Yes,Travel_Rarely,Engineering,Senior Software Engineer,Software Engineering,Married,13,3,1,4,80,317,56,14449,4580,3,1,2,5,Y,Yes,15,3,1,1,16,3,3,3,0,0,0
239,34,Male,No,Non-Travel,Product,Product Manager,Computer Science,Single,24,4,1,4,80,941,31,5667,7233,3,2,2,2,Y,Yes,16,3,2,0,14,4,3,1,1,1,1
